Price,Adj Close,Close,Close,Close,Close,Close,Dividends,Dividends,Dividends,Dividends,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume,Volume,Volume
Ticker,META,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,NFLX,AAPL,AMZN,GOOG,META,NFLX
2025-12-12 14:30:00+00:00,,277.8699951171875,226.3800048828125,309.5899963378906,,95.54000091552734,0.0,0.0,0.0,0.0,279.2200012207031,230.0800018310547,316.1300048828125,,96.91999816894531,276.9700927734375,226.35000610351562,309.4330139160156,,95.05000305175781,277.0,230.02000427246094,315.0950012207031,,95.50499725341797,0.0,0.0,0.0,0.0,3907328,6052796,3133641,,11663856
2025-12-12 15:30:00+00:00,,277.739990234375,226.02000427246094,308.0,,95.15499877929688,0.0,0.0,0.0,0.0,278.8599853515625,227.61000061035156,310.94000244140625,,96.06999969482422,277.44000244140625,225.3000030517578,307.0880126953125,,94.88009643554688,277.8800048828125,226.36000061035156,309.6099853515625,,95.54199981689453,0.0,0.0,0.0,0.0,3485545,3720416,2344376,,3629040
2025-12-12 16:30:00+00:00,,277.8550109863281,226.3300018310547,309.57000732421875,,95.15499877929688,0.0,0.0,0.0,0.0,278.44000244140625,226.6999969482422,310.7799987792969,,95.41999816894531,277.2807922363281,225.1199951171875,306.9599914550781,,94.84500122070312,277.7699890136719,226.0,308.0,,95.15499877929688,0.0,0.0,0.0,0.0,2096132,2582048,1633867,,2672382
2025-12-12 17:30:00+00:00,,279.04998779296875,226.99000549316406,311.6499938964844,,95.44000244140625,0.0,0.0,0.0,0.0,279.19000244140625,227.13980102539062,311.69000244140625,,95.55999755859375,277.8349914550781,226.14999389648438,309.0199890136719,,95.0199966430664,277.8349914550781,226.32000732421875,309.57000732421875,,95.15560150146484,0.0,0.0,0.0,0.0,2564725,1740300,1082515,,1950927
2025-12-12 18:30:00+00:00,,277.95001220703125,226.85000610351562,310.9627990722656,,95.55500030517578,0.0,0.0,0.0,0.0,279.04998779296875,227.375,311.8900146484375,,95.79000091552734,277.7300109863281,226.66000366210938,310.3900146484375,,95.38999938964844,279.0400085449219,226.99000549316406,311.6499938964844,,95.44499969482422,0.0,0.0,0.0,0.0,2354465,1616710,809271,,10145800
2025-12-12 19:30:00+00:00,,278.05499267578125,226.71200561523438,310.79998779296875,,95.66510009765625,0.0,0.0,0.0,0.0,278.80999755859375,227.16000366210938,311.4200134277344,,95.83999633789062,277.80999755859375,226.60000610351562,310.57000732421875,,95.47000122070312,277.95001220703125,226.8699951171875,310.9700012207031,,95.55999755859375,0.0,0.0,0.0,0.0,2391168,1797710,722659,,0
2025-12-12 20:30:00+00:00,,278.3699951171875,226.19000244140625,310.510009765625,,95.20500183105469,0.0,0.0,0.0,0.0,278.5,226.7550048828125,310.92999267578125,,95.69999694824219,276.94500732421875,225.77830505371094,309.5,,94.6500015258789,278.04998779296875,226.72000122070312,310.82000732421875,,95.66999816894531,0.0,0.0,0.0,0.0,2787871,2808944,1398728,,4024839
2025-12-15 14:30:00+00:00,,274.1449890136719,223.02999877929688,307.7300109863281,,94.00499725341797,0.0,0.0,0.0,0.0,279.79168701171875,227.10000610351562,312.70001220703125,,96.06500244140625,273.6199951171875,222.88999938964844,307.2349853515625,,93.86000061035156,279.75,226.7949981689453,312.625,,96.0,0.0,0.0,0.0,0.0,8113962,6475168,3980818,,5610795
2025-12-15 15:30:00+00:00,,275.510009765625,224.38999938964844,308.8299865722656,,94.43000030517578,0.0,0.0,0.0,0.0,275.6404113769531,224.38999938964844,309.3900146484375,,94.55999755859375,273.7200012207031,222.98890686035156,307.3500061035156,,93.83499908447266,274.1700134277344,223.0399932861328,307.7300109863281,,94.00499725341797,0.0,0.0,0.0,0.0,3495538,2713407,1244270,,2675928
2025-12-15 16:30:00+00:00,,274.9200134277344,222.5449981689453,306.1426086425781,,94.0,0.0,0.0,0.0,0.0,275.69500732421875,224.5,308.8800048828125,,94.44100189208984,274.1499938964844,222.52000427246094,305.739990234375,,93.7300033569336,275.5400085449219,224.44000244140625,308.8399963378906,,94.43000030517578,0.0,0.0,0.0,0.0,2136284,2914110,1951626,,2181275
2025-12-15 17:30:00+00:00,,274.0400085449219,222.375,307.45001220703125,,93.6449966430664,0.0,0.0,0.0,0.0,275.1000061035156,223.0800018310547,307.8999938964844,,94.2300033569336,273.7300109863281,222.10000610351562,306.1000061035156,,93.56999969482422,274.92498779296875,222.5449981689453,306.239990234375,,94.00499725341797,0.0,0.0,0.0,0.0,1992688,2010556,1006522,,2296090
2025-12-15 18:30:00+00:00,,273.3699951171875,223.22259521484375,308.5400085449219,,93.95989990234375,0.0,0.0,0.0,0.0,274.25,223.43499755859375,309.3699951171875,,94.16500091552734,273.0799865722656,222.17999267578125,307.43499755859375,,93.52999877929688,274.0199890136719,222.3800048828125,307.4447937011719,,93.6449966430664,0.0,0.0,0.0,0.0,2430153,2315546,1034648,,1941943
2025-12-15 19:30:00+00:00,,273.80499267578125,222.6649932861328,309.364990234375,,93.69499969482422,0.0,0.0,0.0,0.0,273.8424987792969,223.41000366210938,309.4410095214844,,94.01000213623047,272.8399963378906,222.5200958251953,308.150390625,,93.5999984741211,273.3800048828125,223.22999572753906,308.57000732421875,,93.95500183105469,0.0,0.0,0.0,0.0,2804616,2085163,1052803,,2256363
2025-12-15 20:30:00+00:00,,274.114990234375,222.5500030517578,309.3389892578125,,93.76000213623047,0.0,0.0,0.0,0.0,274.7200012207031,222.7465057373047,309.54998779296875,,93.86499786376953,273.5199890136719,221.8800048828125,308.4700012207031,,93.55000305175781,273.80999755859375,222.69000244140625,309.3599853515625,,93.69499969482422,0.0,0.0,0.0,0.0,4104430,4197984,1135451,,3484602
2025-12-16 14:30:00+00:00,,273.1700134277344,222.36500549316406,308.92999267578125,,93.94950103759766,0.0,0.0,0.0,0.0,274.0299987792969,223.66000366210938,311.8450012207031,,94.29499816894531,271.7900085449219,221.9008026123047,304.1000061035156,,93.31999969482422,272.82000732421875,223.13999938964844,305.8599853515625,,93.87999725341797,0.0,0.0,0.0,0.0,4976091,5748837,3280629,,4476355
2025-12-16 15:30:00+00:00,,272.80999755859375,222.75,306.3599853515625,,94.29010009765625,0.0,0.0,0.0,0.0,273.82000732421875,223.47999572753906,309.44000244140625,,94.43499755859375,272.5,222.27999877929688,305.9200134277344,,93.7300033569336,273.1700134277344,222.2899932861328,308.89410400390625,,93.94499969482422,0.0,0.0,0.0,0.0,2282059,2580322,1273443,,2508811
2025-12-16 16:30:00+00:00,,273.20001220703125,222.30999755859375,305.69500732421875,,94.46499633789062,0.0,0.0,0.0,0.0,274.2799987792969,223.2615966796875,307.17999267578125,,94.67500305175781,272.69000244140625,222.22000122070312,305.55999755859375,,94.25,272.79998779296875,222.75999450683594,306.3800048828125,,94.29070281982422,0.0,0.0,0.0,0.0,1929804,1865344,3985656,,2039363
2025-12-16 17:30:00+00:00,,272.1300048828125,221.47579956054688,304.45001220703125,,94.25800323486328,0.0,0.0,0.0,0.0,273.489990234375,222.63999938964844,306.6199951171875,,94.5,271.79998779296875,221.13040161132812,303.8299865722656,,93.80000305175781,273.19989013671875,222.3000030517578,305.7200012207031,,94.45999908447266,0.0,0.0,0.0,0.0,2118531,2033135,0,,2093200
2025-12-16 18:30:00+00:00,,273.56500244140625,222.08999633789062,306.0899963378906,,94.38500213623047,0.0,0.0,0.0,0.0,273.9100036621094,222.6466064453125,306.3299865722656,,94.66999816894531,272.135009765625,221.49000549316406,304.1499938964844,,94.2300033569336,272.135009765625,221.49000549316406,304.4599914550781,,94.26589965820312,0.0,0.0,0.0,0.0,2008038,1940959,1125589,,1792602
2025-12-16 19:30:00+00:00,,274.55999755859375,222.64920043945312,307.0199890136719,,94.44499969482422,0.0,0.0,0.0,0.0,274.79998779296875,222.84010314941406,307.05999755859375,,94.5199966430664,273.5400085449219,222.00999450683594,305.8800048828125,,94.18000030517578,273.56500244140625,222.07000732421875,306.05999755859375,,94.38749694824219,0.0,0.0,0.0,0.0,1912589,2057955,927742,,1691173
2025-12-16 20:30:00+00:00,,274.4700012207031,222.52999877929688,307.5799865722656,,94.54499816894531,0.0,0.0,0.0,0.0,275.5,223.3000030517578,308.19000244140625,,94.91999816894531,274.45001220703125,222.49000549316406,307.010009765625,,94.15499877929688,274.54998779296875,222.64999389648438,307.010009765625,,94.44499969482422,0.0,0.0,0.0,0.0,2361847,2264588,1455848,,3058790
2025-12-17 14:30:00+00:00,,275.4949951171875,224.77870178222656,301.010009765625,,97.13500213623047,0.0,0.0,0.0,0.0,276.1600036621094,225.19000244140625,309.19500732421875,,97.33000183105469,274.8299865722656,222.83999633789062,300.24139404296875,,95.61000061035156,275.010009765625,224.55999755859375,308.7950134277344,,95.9800033569336,0.0,0.0,0.0,0.0,4574850,5529359,4548827,,11333971
2025-12-17 15:30:00+00:00,,273.489990234375,224.13999938964844,300.0,,95.76000213623047,0.0,0.0,0.0,0.0,275.7300109863281,224.92030334472656,301.1099853515625,,97.1500015258789,273.0450134277344,222.97000122070312,297.8800048828125,,95.19999694824219,275.4700012207031,224.77000427246094,300.9100036621094,,97.13500213623047,0.0,0.0,0.0,0.0,3354929,3245797,3151578,,5891271
2025-12-17 16:30:00+00:00,,272.8699951171875,223.64500427246094,301.2049865722656,,95.80500030517578,0.0,0.0,0.0,0.0,273.489990234375,224.1894989013672,301.6700134277344,,95.94999694824219,272.2799987792969,222.96499633789062,299.2799987792969,,95.46499633789062,273.489990234375,224.10000610351562,299.9800109863281,,95.76000213623047,0.0,0.0,0.0,0.0,2372809,2182029,1657174,,3030538
