Price,Close,Close,Close,Close,Close,Dividends,Dividends,Dividends,Dividends,Dividends,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-20 14:30:00+00:00,273.9049987792969,226.41000366210938,304.82000732421875,602.3400268554688,109.16999816894531,0.0,0.0,0.0,0.0,0.0,275.42999267578125,227.18499755859375,305.5400085449219,606.719970703125,111.0999984741211,270.80999755859375,224.75999450683594,300.1900939941406,596.8900146484375,107.83999633789062,270.80999755859375,227.13999938964844,304.6700134277344,602.9450073242188,110.9800033569336,0.0,0.0,0.0,0.0,0.0,7869887,8016557,7757273,4099749,5888910
2025-11-20 15:30:00+00:00,271.7799987792969,223.74000549316406,300.2799987792969,593.7000122070312,108.31500244140625,0.0,0.0,0.0,0.0,0.0,274.7300109863281,227.41000366210938,306.8900146484375,603.2550048828125,109.87000274658203,271.6199951171875,223.23129272460938,299.9247131347656,592.8300170898438,108.12999725341797,273.9100036621094,226.4158935546875,304.80999755859375,602.3300170898438,109.16179656982422,0.0,0.0,0.0,0.0,0.0,2856925,4194011,3630221,1770337,3127305
2025-11-20 16:30:00+00:00,268.94000244140625,219.4600067138672,295.2699890136719,587.426025390625,107.44000244140625,0.0,0.0,0.0,0.0,0.0,271.7799987792969,224.17999267578125,300.5,594.9649047851562,108.5,268.04998779296875,219.3000030517578,293.32501220703125,585.1237182617188,106.58999633789062,271.7799987792969,223.58999633789062,300.1499938964844,593.6099853515625,108.29000091552734,0.0,0.0,0.0,0.0,0.0,4056106,5394259,3672872,1796868,3165668
2025-11-20 17:30:00+00:00,268.80999755859375,219.83389282226562,295.6199951171875,589.3599853515625,107.16999816894531,0.0,0.0,0.0,0.0,0.0,269.25,220.69000244140625,296.79998779296875,590.4998779296875,107.56999969482422,267.0201110839844,218.22000122070312,291.6000061035156,583.47998046875,106.55000305175781,268.8699951171875,219.4600067138672,295.19000244140625,587.25,107.44000244140625,0.0,0.0,0.0,0.0,0.0,2981937,3824849,2720625,1466496,2154562
2025-11-20 18:30:00+00:00,267.7950134277344,219.57000732421875,292.7850036621094,586.578125,106.6449966430664,0.0,0.0,0.0,0.0,0.0,268.92999267578125,219.97999572753906,296.0190124511719,589.8699951171875,107.24500274658203,266.3599853515625,218.1999969482422,290.9200134277344,583.3499755859375,106.0199966430664,268.7900085449219,219.8249969482422,295.57000732421875,589.2949829101562,107.12999725341797,0.0,0.0,0.0,0.0,0.0,2392389,2860937,2175912,1056949,1881617
2025-11-20 19:30:00+00:00,267.32000732421875,219.07000732421875,292.04998779296875,588.5999755859375,106.38999938964844,0.0,0.0,0.0,0.0,0.0,267.9100036621094,220.0,293.5466003417969,590.6799926757812,106.8550033569336,267.0,218.75010681152344,291.2099914550781,584.3599853515625,106.08999633789062,267.7799987792969,219.56500244140625,292.6700134277344,586.4299926757812,106.62999725341797,0.0,0.0,0.0,0.0,0.0,2094448,2569420,1586231,1248678,1980984
2025-11-20 20:30:00+00:00,266.3800048828125,217.14999389648438,290.05999755859375,589.2000122070312,105.66000366210938,0.0,0.0,0.0,0.0,0.0,267.5799865722656,219.27000427246094,292.3900146484375,589.8599853515625,106.53299713134766,265.9200134277344,216.74000549316406,289.1700134277344,584.2999877929688,105.38999938964844,267.32000732421875,219.0500030517578,292.05999755859375,588.5999755859375,106.37999725341797,0.0,0.0,0.0,0.0,0.0,3489586,4524725,2108176,1711709,2898497
2025-11-21 14:30:00+00:00,269.8500061035156,216.26499938964844,296.760009765625,585.1199951171875,105.88999938964844,0.0,0.0,0.0,0.0,0.0,270.45001220703125,217.91000366210938,301.9200134277344,596.0,106.52999877929688,265.82000732421875,215.27000427246094,295.56280517578125,584.9299926757812,104.4000015258789,265.8800048828125,216.3800048828125,297.2900085449219,588.5,105.0,0.0,0.0,0.0,0.0,0.0,10658658,11194304,9999227,3693066,5084200
2025-11-21 15:30:00+00:00,270.8999938964844,218.5749969482422,300.3299865722656,587.74267578125,105.23999786376953,0.0,0.0,0.0,0.0,0.0,271.4700012207031,218.61000061035156,301.8299865722656,587.9099731445312,106.0,269.2200012207031,215.25,294.3599853515625,581.8599853515625,104.81999969482422,269.7900085449219,216.27000427246094,296.739990234375,585.1199951171875,105.88999938964844,0.0,0.0,0.0,0.0,0.0,4761138,6341071,4010585,2007970,2461936
2025-11-21 16:30:00+00:00,270.54998779296875,219.63999938964844,296.489990234375,592.97998046875,105.22000122070312,0.0,0.0,0.0,0.0,0.0,271.1199951171875,220.72300720214844,300.375,593.9093017578125,105.54000091552734,269.80999755859375,216.91000366210938,295.6600036621094,586.4130859375,104.95999908447266,270.8900146484375,218.5749969482422,300.3399963378906,587.7999877929688,105.23999786376953,0.0,0.0,0.0,0.0,0.0,2949033,6048938,2730646,1489299,2552825
2025-11-21 17:30:00+00:00,270.9800109863281,218.7220001220703,297.2900085449219,591.625,104.94499969482422,0.0,0.0,0.0,0.0,0.0,271.6000061035156,220.0850067138672,298.17999267578125,595.0,105.69000244140625,270.20001220703125,218.00999450683594,295.8299865722656,589.0700073242188,104.80000305175781,270.6300048828125,219.75,296.5849914550781,593.0001220703125,105.20999908447266,0.0,0.0,0.0,0.0,0.0,2023820,3049149,1393147,1093645,1815537
2025-11-21 18:30:00+00:00,272.6099853515625,222.0500030517578,302.66009521484375,597.548583984375,105.28600311279297,0.0,0.0,0.0,0.0,0.0,273.31500244140625,222.10000610351562,303.9599914550781,598.1199951171875,105.6500015258789,270.864990234375,218.58999633789062,297.06500244140625,591.1799926757812,104.81999969482422,270.9800109863281,218.7100067138672,297.260009765625,591.530029296875,104.93000030517578,0.0,0.0,0.0,0.0,0.0,3562846,3506398,3613249,1107144,2501464
2025-11-21 19:30:00+00:00,271.3699951171875,220.18499755859375,299.94500732421875,594.0700073242188,104.92500305175781,0.0,0.0,0.0,0.0,0.0,273.2799987792969,222.20199584960938,302.9200134277344,597.739990234375,105.45999908447266,271.3500061035156,220.17999267578125,299.94500732421875,594.010009765625,104.79000091552734,272.57501220703125,222.07000732421875,302.6499938964844,597.5349731445312,105.27999877929688,0.0,0.0,0.0,0.0,0.0,3135966,3265276,2460119,1133638,2592012
2025-11-21 20:30:00+00:00,271.489990234375,220.64500427246094,299.6600036621094,594.469970703125,104.3499984741211,0.0,0.0,0.0,0.0,0.0,272.1300048828125,221.32000732421875,301.44000244140625,596.0900268554688,105.04000091552734,270.5899963378906,219.88999938964844,298.80999755859375,593.260009765625,103.80999755859375,271.3500061035156,220.13999938964844,299.92999267578125,594.0499877929688,104.91999816894531,0.0,0.0,0.0,0.0,0.0,18794685,4137911,3148283,1341529,4721730
2025-11-24 14:30:00+00:00,273.0950012207031,225.8699951171875,316.8794860839844,611.3499755859375,104.33499908447266,0.0,0.0,0.0,0.0,0.0,275.9200134277344,226.7899932861328,318.54998779296875,611.8798828125,105.12999725341797,270.8999938964844,222.2899932861328,309.40008544921875,597.630126953125,103.31999969482422,270.8999938964844,222.5800018310547,310.7850036621094,598.719970703125,104.25,0.0,0.0,0.0,0.0,0.0,7995693,8170085,10624903,4179737,5611699
2025-11-24 15:30:00+00:00,275.0,224.94900512695312,314.4800109863281,611.6528930664062,104.38500213623047,0.0,0.0,0.0,0.0,0.0,275.38958740234375,226.4149932861328,317.75,614.8200073242188,104.47000122070312,272.6499938964844,224.8699951171875,314.1499938964844,610.5,103.80000305175781,273.0799865722656,225.8489990234375,316.8699951171875,611.2999877929688,104.33999633789062,0.0,0.0,0.0,0.0,0.0,3612728,3321400,4421439,1855792,2464690
2025-11-24 16:30:00+00:00,274.8500061035156,224.6199951171875,315.1199951171875,614.239990234375,104.35990142822266,0.0,0.0,0.0,0.0,0.0,275.2699890136719,225.1199951171875,315.17498779296875,615.4000244140625,104.51000213623047,274.44000244140625,224.05499267578125,311.8900146484375,610.1099853515625,103.8499984741211,274.9700012207031,224.92999267578125,314.5,611.5999755859375,104.38500213623047,0.0,0.0,0.0,0.0,0.0,2583089,2779034,2993905,1420646,2043279
